	Average goals at home 	  	Average goals away 	  	Avgerage goals overall 	Pld
Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total
 Aston Villa  	2.33 	1.83 	4.17 	   	1.55 	1.36 	2.91 	   	1.96 	1.61 	3.57 	23
 Birmingham City  	1.73 	1.09 	2.82 	   	1.33 	1.25 	2.58 	   	1.52 	1.17 	2.70 	23
 Blackburn  	1.33 	1.17 	2.50 	   	1.18 	1.82 	3.00 	   	1.26 	1.48 	2.74 	23
 Bolton  	0.55 	1.36 	1.91 	   	0.75 	1.33 	2.08 	   	0.65 	1.35 	2.00 	23
 Brentford  	1.83 	1.17 	3.00 	   	1.09 	1.82 	2.91 	   	1.48 	1.48 	2.96 	23
 Bristol City  	1.09 	1.09 	2.18 	   	1.33 	1.25 	2.58 	   	1.22 	1.17 	2.39 	23
 Derby County  	1.42 	1.08 	2.50 	   	1.36 	1.09 	2.45 	   	1.39 	1.09 	2.48 	23
 Hull City  	1.00 	1.08 	2.08 	   	1.27 	1.73 	3.00 	   	1.13 	1.39 	2.52 	23
 Ipswich Town  	0.92 	1.33 	2.25 	   	0.73 	2.00 	2.73 	   	0.83 	1.65 	2.48 	23
 Leeds Utd  	1.64 	0.55 	2.18 	   	1.75 	1.17 	2.92 	   	1.70 	0.87 	2.57 	23
 Middlesbrough  	1.00 	0.64 	1.64 	   	1.17 	0.75 	1.92 	   	1.09 	0.70 	1.78 	23
 Millwall  	1.64 	1.45 	3.09 	   	0.83 	1.92 	2.75 	   	1.22 	1.70 	2.91 	23
 Norwich City  	1.82 	1.36 	3.18 	   	1.75 	0.92 	2.67 	   	1.78 	1.13 	2.91 	23
 Nottm Forest  	1.08 	0.83 	1.92 	   	1.73 	1.18 	2.91 	   	1.39 	1.00 	2.39 	23
 Preston  	2.36 	1.64 	4.00 	   	0.75 	1.67 	2.42 	   	1.52 	1.65 	3.17 	23
 QP Rangers  	1.45 	1.18 	2.64 	   	1.00 	1.58 	2.58 	   	1.22 	1.39 	2.61 	23
 Reading  	1.33 	1.50 	2.83 	   	1.00 	1.64 	2.64 	   	1.17 	1.57 	2.74 	23
 Rotherham  	1.25 	1.33 	2.58 	   	0.64 	1.91 	2.55 	   	0.96 	1.61 	2.57 	23
 Sheffield Utd  	1.55 	1.09 	2.64 	   	1.58 	1.25 	2.83 	   	1.57 	1.17 	2.74 	23
 Sheffield Wed  	1.33 	1.50 	2.83 	   	1.18 	2.00 	3.18 	   	1.26 	1.74 	3.00 	23
 Stoke City  	1.25 	0.92 	2.17 	   	1.36 	1.45 	2.82 	   	1.30 	1.17 	2.48 	23
 Swansea City  	1.55 	1.27 	2.82 	   	1.00 	1.08 	2.08 	   	1.26 	1.17 	2.43 	23
 West Bromwich  	2.64 	1.45 	4.09 	   	1.75 	1.25 	3.00 	   	2.17 	1.35 	3.52 	23
 Wigan Athletic  	1.17 	1.00 	2.17 	   	0.82 	1.91 	2.73 	   	1.00 	1.43 	2.43 	23 
