1 	Brentford 	6 	5 	0 	1 	19 	8 	+11 	15
2 	Bristol City 	6 	5 	0 	1 	10 	5 	+5 	15
3 	Sheffield Utd 	6 	4 	2 	0 	13 	5 	+8 	14
4 	Preston 	6 	4 	2 	0 	10 	3 	+7 	14
5 	Norwich City 	6 	4 	1 	1 	16 	8 	+8 	13
6 	Sheffield Wed 	6 	3 	3 	0 	7 	3 	+4 	12
7 	Middlesbrough 	6 	3 	2 	1 	8 	5 	+3 	11
8 	Nottm Forest 	6 	3 	2 	1 	8 	6 	+2 	11
9 	West Bromwich 	6 	3 	1 	2 	10 	8 	+2 	10
10 	Leeds Utd 	6 	3 	1 	2 	9 	9 	0 	10
11 	Derby County 	6 	2 	2 	2 	5 	4 	+1 	8
12 	Birmingham City 	6 	2 	2 	2 	12 	12 	0 	8
13 	Swansea City 	6 	2 	1 	3 	7 	10 	-3 	7
14 	Reading 	6 	1 	4 	1 	4 	7 	-3 	7
15 	Aston Villa 	6 	1 	3 	2 	6 	8 	-2 	6
16 	Wigan Athletic 	6 	1 	3 	2 	5 	7 	-2 	6
17 	Millwall 	6 	1 	3 	2 	3 	5 	-2 	6
18 	Rotherham 	6 	0 	5 	1 	7 	8 	-1 	5
19 	Hull City 	6 	1 	2 	3 	7 	14 	-7 	5
20 	Blackburn 	6 	1 	1 	4 	8 	11 	-3 	4
21 	Bolton 	6 	1 	1 	4 	4 	11 	-7 	4
22 	Ipswich Town 	6 	0 	3 	3 	4 	9 	-5 	3
23 	Stoke City 	6 	0 	3 	3 	2 	7 	-5 	3
24 	QP Rangers 	6 	0 	0 	6 	8 	17 	-9 	0 
