	Average goals at home 	  	Average goals away 	  	Avgerage goals overall 	Pld
Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total
 Aston Villa  	2.18 	1.88 	4.06 	   	1.18 	1.24 	2.41 	   	1.68 	1.56 	3.24 	34
 Birmingham City  	1.53 	1.00 	2.53 	   	1.56 	1.56 	3.13 	   	1.55 	1.27 	2.82 	33
 Blackburn  	1.35 	1.00 	2.35 	   	1.29 	2.06 	3.35 	   	1.32 	1.53 	2.85 	34
 Bolton  	0.59 	1.47 	2.06 	   	0.71 	1.65 	2.35 	   	0.65 	1.56 	2.21 	34
 Brentford  	2.18 	1.12 	3.29 	   	1.20 	1.67 	2.87 	   	1.72 	1.38 	3.09 	32
 Bristol City  	1.25 	0.94 	2.19 	   	1.38 	1.13 	2.50 	   	1.31 	1.03 	2.34 	32
 Derby County  	1.38 	1.00 	2.38 	   	1.24 	1.29 	2.53 	   	1.30 	1.15 	2.45 	33
 Hull City  	1.56 	0.94 	2.50 	   	1.24 	1.88 	3.12 	   	1.39 	1.42 	2.82 	33
 Ipswich Town  	0.94 	1.29 	2.24 	   	0.59 	2.06 	2.65 	   	0.76 	1.68 	2.44 	34
 Leeds Utd  	1.65 	0.88 	2.53 	   	1.69 	1.38 	3.06 	   	1.67 	1.12 	2.79 	33
 Middlesbrough  	1.06 	0.63 	1.69 	   	1.24 	0.82 	2.06 	   	1.15 	0.73 	1.88 	33
 Millwall  	1.24 	1.24 	2.47 	   	0.94 	1.69 	2.63 	   	1.09 	1.45 	2.55 	33
 Norwich City  	2.18 	1.59 	3.76 	   	1.82 	1.00 	2.82 	   	2.00 	1.29 	3.29 	34
 Nottm Forest  	1.35 	0.88 	2.24 	   	1.41 	1.35 	2.76 	   	1.38 	1.12 	2.50 	34
 Preston  	1.88 	1.35 	3.24 	   	1.24 	1.47 	2.71 	   	1.56 	1.41 	2.97 	34
 QP Rangers  	1.56 	1.50 	3.06 	   	0.94 	1.65 	2.59 	   	1.24 	1.58 	2.82 	33
 Reading  	1.29 	1.41 	2.71 	   	0.76 	1.53 	2.29 	   	1.03 	1.47 	2.50 	34
 Rotherham  	1.35 	1.53 	2.88 	   	0.65 	1.65 	2.29 	   	1.00 	1.59 	2.59 	34
 Sheffield Utd  	1.82 	0.76 	2.59 	   	1.65 	1.24 	2.88 	   	1.74 	1.00 	2.74 	34
 Sheffield Wed  	1.31 	1.25 	2.56 	   	1.06 	1.65 	2.71 	   	1.18 	1.45 	2.64 	33
 Stoke City  	1.06 	1.06 	2.12 	   	1.00 	1.41 	2.41 	   	1.03 	1.24 	2.26 	34
 Swansea City  	1.50 	1.25 	2.75 	   	1.12 	1.29 	2.41 	   	1.30 	1.27 	2.58 	33
 West Bromwich  	2.18 	1.41 	3.59 	   	1.76 	1.12 	2.88 	   	1.97 	1.26 	3.24 	34
 Wigan Athletic  	1.18 	1.00 	2.18 	   	0.81 	1.88 	2.69 	   	1.00 	1.42 	2.42 	33
