	Average goals at home 	  	Average goals away 	  	Avgerage goals overall 	Pld
Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total
 Aston Villa  	2.27 	1.80 	4.07 	   	1.27 	1.27 	2.53 	   	1.77 	1.53 	3.30 	30
 Birmingham City  	1.60 	0.93 	2.53 	   	1.40 	1.47 	2.87 	   	1.50 	1.20 	2.70 	30
 Blackburn  	1.53 	1.00 	2.53 	   	1.27 	2.07 	3.33 	   	1.40 	1.53 	2.93 	30
 Bolton  	0.60 	1.27 	1.87 	   	0.67 	1.73 	2.40 	   	0.63 	1.50 	2.13 	30
 Brentford  	2.07 	1.20 	3.27 	   	1.21 	1.64 	2.86 	   	1.66 	1.41 	3.07 	29
 Bristol City  	1.20 	0.93 	2.13 	   	1.36 	1.07 	2.43 	   	1.28 	1.00 	2.28 	29
 Derby County  	1.43 	1.07 	2.50 	   	1.33 	1.33 	2.67 	   	1.38 	1.21 	2.59 	29
 Hull City  	1.53 	0.87 	2.40 	   	1.33 	1.67 	3.00 	   	1.43 	1.27 	2.70 	30
 Ipswich Town  	0.93 	1.33 	2.27 	   	0.60 	2.07 	2.67 	   	0.77 	1.70 	2.47 	30
 Leeds Utd  	1.60 	0.87 	2.47 	   	1.73 	1.40 	3.13 	   	1.67 	1.13 	2.80 	30
 Middlesbrough  	1.00 	0.64 	1.64 	   	1.33 	0.87 	2.20 	   	1.17 	0.76 	1.93 	29
 Millwall  	1.33 	1.20 	2.53 	   	1.00 	1.86 	2.86 	   	1.17 	1.52 	2.69 	29
 Norwich City  	2.07 	1.67 	3.73 	   	1.73 	0.93 	2.67 	   	1.90 	1.30 	3.20 	30
 Nottm Forest  	1.33 	0.93 	2.27 	   	1.47 	1.40 	2.87 	   	1.40 	1.17 	2.57 	30
 Preston  	1.93 	1.47 	3.40 	   	1.07 	1.53 	2.60 	   	1.50 	1.50 	3.00 	30
 QP Rangers  	1.43 	1.21 	2.64 	   	1.00 	1.60 	2.60 	   	1.21 	1.41 	2.62 	29
 Reading  	1.27 	1.47 	2.73 	   	0.87 	1.47 	2.33 	   	1.07 	1.47 	2.53 	30
 Rotherham  	1.33 	1.53 	2.87 	   	0.53 	1.67 	2.20 	   	0.93 	1.60 	2.53 	30
 Sheffield Utd  	1.73 	0.87 	2.60 	   	1.60 	1.20 	2.80 	   	1.67 	1.03 	2.70 	30
 Sheffield Wed  	1.29 	1.36 	2.64 	   	1.07 	1.73 	2.80 	   	1.17 	1.55 	2.72 	29
 Stoke City  	1.13 	1.07 	2.20 	   	1.07 	1.53 	2.60 	   	1.10 	1.30 	2.40 	30
 Swansea City  	1.53 	1.33 	2.87 	   	1.13 	1.13 	2.27 	   	1.33 	1.23 	2.57 	30
 West Bromwich  	2.33 	1.40 	3.73 	   	1.71 	1.21 	2.93 	   	2.03 	1.31 	3.34 	29
 Wigan Athletic  	1.27 	1.07 	2.33 	   	0.80 	1.93 	2.73 	   	1.03 	1.50 	2.53 	30 
