	Average goals at home 	  	Average goals away 	  	Avgerage goals overall 	Pld
Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total
 Aston Villa  	2.33 	1.83 	4.17 	   	1.50 	1.25 	2.75 	   	1.92 	1.54 	3.46 	24
 Birmingham City  	1.75 	1.00 	2.75 	   	1.33 	1.25 	2.58 	   	1.54 	1.13 	2.67 	24
 Blackburn  	1.33 	1.17 	2.50 	   	1.25 	1.92 	3.17 	   	1.29 	1.54 	2.83 	24
 Bolton  	0.67 	1.33 	2.00 	   	0.75 	1.33 	2.08 	   	0.71 	1.33 	2.04 	24
 Brentford  	1.83 	1.17 	3.00 	   	1.08 	1.75 	2.83 	   	1.46 	1.46 	2.92 	24
 Bristol City  	1.08 	1.08 	2.17 	   	1.33 	1.25 	2.58 	   	1.21 	1.17 	2.38 	24
 Derby County  	1.42 	1.08 	2.50 	   	1.33 	1.25 	2.58 	   	1.38 	1.17 	2.54 	24
 Hull City  	1.00 	1.08 	2.08 	   	1.33 	1.67 	3.00 	   	1.17 	1.38 	2.54 	24
 Ipswich Town  	0.92 	1.33 	2.25 	   	0.67 	2.08 	2.75 	   	0.79 	1.71 	2.50 	24
 Leeds Utd  	1.75 	0.67 	2.42 	   	1.75 	1.17 	2.92 	   	1.75 	0.92 	2.67 	24
 Middlesbrough  	0.92 	0.67 	1.58 	   	1.17 	0.75 	1.92 	   	1.04 	0.71 	1.75 	24
 Millwall  	1.58 	1.33 	2.92 	   	0.83 	1.92 	2.75 	   	1.21 	1.63 	2.83 	24
 Norwich City  	1.92 	1.50 	3.42 	   	1.75 	0.92 	2.67 	   	1.83 	1.21 	3.04 	24
 Nottm Forest  	1.08 	0.83 	1.92 	   	1.83 	1.33 	3.17 	   	1.46 	1.08 	2.54 	24
 Preston  	2.25 	1.67 	3.92 	   	0.75 	1.67 	2.42 	   	1.50 	1.67 	3.17 	24
 QP Rangers  	1.58 	1.08 	2.67 	   	1.00 	1.58 	2.58 	   	1.29 	1.33 	2.63 	24
 Reading  	1.33 	1.50 	2.83 	   	0.92 	1.58 	2.50 	   	1.13 	1.54 	2.67 	24
 Rotherham  	1.25 	1.33 	2.58 	   	0.67 	1.92 	2.58 	   	0.96 	1.63 	2.58 	24
 Sheffield Utd  	1.67 	1.08 	2.75 	   	1.58 	1.25 	2.83 	   	1.63 	1.17 	2.79 	24
 Sheffield Wed  	1.33 	1.50 	2.83 	   	1.17 	1.83 	3.00 	   	1.25 	1.67 	2.92 	24
 Stoke City  	1.25 	0.92 	2.17 	   	1.25 	1.50 	2.75 	   	1.25 	1.21 	2.46 	24
 Swansea City  	1.42 	1.25 	2.67 	   	1.00 	1.08 	2.08 	   	1.21 	1.17 	2.38 	24
 West Bromwich  	2.58 	1.33 	3.92 	   	1.75 	1.25 	3.00 	   	2.17 	1.29 	3.46 	24
 Wigan Athletic  	1.17 	1.00 	2.17 	   	0.75 	1.92 	2.67 	   	0.96 	1.46 	2.42 	24  
