1	Leeds 	42	15.9	461	59.6	79.4	21.8	6.85
2	Norwich 	47	15.1	450	55.1	78.7	18.9	6.81
3	Derby 	37	14.5	521	54.8	78.1	20.2	6.69
4	Aston Villa 	47	14.2	381	53.8	79.9	24	6.81
5	West Bromwich Albion 	53	14.2	412	52.6	78.5	22.5	6.86
6	Brentford 	35	14.2	452	55.9	79.2	16.6	6.68
7	Rotherham 	23	13.9	332	43.7	61.5	32.3	6.68
8	Middlesbrough 	27	13.5	441	46.4	71.5	28	6.81
9	Bristol City 	30	13.1	361	51.1	71.7	28.8	6.77
10	Sheffield United 	42	13.1	451	52.0	76.0	24.4	6.82
11	Queens Park Rangers 	31	13.1	440	45.4	68.5	27.5	6.75
12	Wigan 	25	12.7	543	48.2	69.6	27.1	6.58
13	Preston 	37	12.7	423	50.6	69.9	31.1	6.71
14	Millwall 	30	12.6	441	44.9	64.0	33.2	6.65
15	Swansea 	31	12.6	251	53.7	81.7	19.9	6.71
16	Birmingham 	37	12.3	402	42.0	60.3	33.8	6.86
17	Stoke 	30	11.6	382	52.1	78.0	23	6.71
18	Nottingham Forest 	35	11.6	622	52.1	75.4	20.1	6.81
19	Blackburn 	31	11.4	401	49.8	69.7	24.9	6.66
20	Reading 	27	11.3	433	49.1	75.0	23.4	6.65
21	Sheffield Wednesday 	31	11.1	421	48.3	74.4	25.4	6.69
22	Hull 	30	10.9	341	46.0	67.6	26.8	6.69
23	Bolton 	17	10	522	43.5	66.0	34.2	6.65
24	Ipswich 	19	8.8	403	49.2	66.5	28.4	6.50
