	Average goals at home 	  	Average goals away 	  	Avgerage goals overall 	Pld
Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total
 Aston Villa  	2.30 	1.65 	3.95 	   	1.38 	1.14 	2.52 	   	1.83 	1.39 	3.22 	41
 Birmingham City  	1.33 	1.00 	2.33 	   	1.45 	1.60 	3.05 	   	1.39 	1.29 	2.68 	41
 Blackburn  	1.33 	0.90 	2.24 	   	1.35 	2.20 	3.55 	   	1.34 	1.54 	2.88 	41
 Bolton  	0.62 	1.52 	2.14 	   	0.80 	1.80 	2.60 	   	0.71 	1.66 	2.37 	41
 Brentford  	2.14 	1.10 	3.24 	   	1.00 	1.65 	2.65 	   	1.59 	1.37 	2.95 	41
 Bristol City  	1.29 	1.10 	2.38 	   	1.42 	1.11 	2.53 	   	1.35 	1.10 	2.45 	40
 Derby County  	1.55 	0.95 	2.50 	   	1.20 	1.55 	2.75 	   	1.38 	1.25 	2.63 	40
 Hull City  	1.71 	0.95 	2.67 	   	1.25 	1.90 	3.15 	   	1.49 	1.41 	2.90 	41
 Ipswich Town  	0.90 	1.35 	2.25 	   	0.67 	1.90 	2.57 	   	0.78 	1.63 	2.41 	41
 Leeds Utd  	1.75 	0.90 	2.65 	   	1.57 	1.14 	2.71 	   	1.66 	1.02 	2.68 	41
 Middlesbrough  	0.95 	0.80 	1.75 	   	1.14 	0.95 	2.10 	   	1.05 	0.88 	1.93 	41
 Millwall  	1.20 	1.20 	2.40 	   	1.05 	1.70 	2.75 	   	1.13 	1.45 	2.58 	40
 Norwich City  	2.24 	1.48 	3.71 	   	1.85 	0.95 	2.80 	   	2.05 	1.22 	3.27 	41
 Nottm Forest  	1.45 	0.95 	2.40 	   	1.24 	1.48 	2.71 	   	1.34 	1.22 	2.56 	41
 Preston  	1.62 	1.29 	2.90 	   	1.25 	1.40 	2.65 	   	1.44 	1.34 	2.78 	41
 QP Rangers  	1.40 	1.40 	2.80 	   	0.86 	1.76 	2.62 	   	1.12 	1.59 	2.71 	41
 Reading  	1.35 	1.50 	2.85 	   	0.86 	1.52 	2.38 	   	1.10 	1.51 	2.61 	41
 Rotherham  	1.43 	1.57 	3.00 	   	0.70 	1.85 	2.55 	   	1.07 	1.71 	2.78 	41
 Sheffield Utd  	1.85 	0.80 	2.65 	   	1.48 	1.05 	2.52 	   	1.66 	0.93 	2.59 	41
 Sheffield Wed  	1.48 	1.19 	2.67 	   	1.05 	1.45 	2.50 	   	1.27 	1.32 	2.59 	41
 Stoke City  	1.00 	0.90 	1.90 	   	0.90 	1.29 	2.19 	   	0.95 	1.10 	2.05 	41
 Swansea City  	1.75 	1.10 	2.85 	   	1.00 	1.40 	2.40 	   	1.38 	1.25 	2.63 	40
 West Bromwich  	2.20 	1.35 	3.55 	   	1.57 	1.33 	2.90 	   	1.88 	1.34 	3.22 	41
 Wigan Athletic  	1.25 	0.95 	2.20 	   	0.90 	2.00 	2.90 	   	1.07 	1.49 	2.56 	41
