1	Leeds 	68	16	734	59.6	79.2	21.6	6.84
2	Norwich 	84	15	721	55.6	79.4	17.6	6.87
3	Brentford 	65	15	672	56.5	80.0	15.8	6.74
4	Middlesbrough 	43	14	723	45.9	71.4	27.2	6.76
5	Aston Villa 	75	13.8	722	53.3	79.4	23.1	6.80
6	West Bromwich Albion 	77	13.7	694	51.8	77.5	21.5	6.80
7	Swansea 	55	13.6	361	55.3	83.7	18.4	6.74
8	Rotherham 	44	13.5	643	43.9	61.2	33.5	6.66
9	Derby 	55	13.3	821	53.5	76.9	19.3	6.66
10	Queens Park Rangers 	46	13.2	791	46.1	68.8	30.4	6.68
11	Bristol City 	54	13	661	50.9	72.0	30.5	6.82
12	Preston 	59	12.7	636	51.0	70.3	31.7	6.76
13	Sheffield United 	68	12.7	702	50.9	75.9	25.1	6.88
14	Wigan 	44	12.5	843	48.3	69.6	27.1	6.60
15	Birmingham 	57	12.2	743	43.2	61.8	34.3	6.80
16	Nottingham Forest 	55	12	975	49.8	73.4	21.4	6.76
17	Blackburn 	55	11.8	632	50.1	70.4	24.6	6.69
18	Millwall 	45	11.7	721	45.3	63.6	33.5	6.66
19	Sheffield Wednesday 	52	11.6	662	48.7	72.9	28.6	6.77
20	Reading 	45	11.1	733	49.8	76.6	22.5	6.67
21	Hull 	61	10.9	621	47.1	68.8	26.7	6.75
22	Stoke 	39	10.6	675	50.5	76.6	23.5	6.69
23	Bolton 	29	9.9	724	43.6	66.1	34.5	6.61
24	Ipswich 	32	9.7	634	49.4	67.8	28.7	6.53
