1	Swansea 	52	13.1	361	55.0	83.5	18.4	6.73
2	Brentford 	63	15	662	56.4	79.9	15.9	6.73
3	Aston Villa 	73	13.8	711	53.3	79.5	22.9	6.80
4	Leeds 	66	15.8	714	59.7	79.3	21.5	6.83
5	Norwich 	82	14.8	721	55.3	79.1	17.6	6.87
6	West Bromwich Albion 	75	13.7	684	51.7	77.4	21.2	6.81
7	Derby 	55	13.5	821	53.6	77.0	19.3	6.67
8	Reading 	43	11.2	713	50.2	76.7	22.7	6.67
9	Stoke 	38	10.9	663	51.0	76.7	23.8	6.70
10	Sheffield United 	67	12.8	702	50.6	75.7	25	6.88
11	Nottingham Forest 	55	11.9	955	49.9	73.4	21.2	6.77
12	Sheffield Wednesday 	49	11.6	642	48.6	73.0	28.3	6.75
13	Bristol City 	51	12.9	641	51.0	72.0	30.6	6.81
14	Middlesbrough 	41	13.9	723	45.9	71.4	27.1	6.74
15	Preston 	59	12.9	615	51.2	70.5	31.8	6.77
16	Blackburn 	53	11.5	612	50.2	70.4	24.5	6.68
17	Wigan 	43	12.5	833	48.3	69.6	27.2	6.60
18	Queens Park Rangers 	46	13.1	761	46.1	69.2	29.7	6.67
19	Hull 	59	10.8	601	46.9	68.7	26.6	6.75
20	Ipswich 	32	9.9	624	49.6	67.5	29.1	6.54
21	Bolton 	29	9.9	724	43.3	65.7	34.6	6.61
22	Millwall 	45	11.8	701	45.0	63.8	33.1	6.66
23	Birmingham 	56	12.3	723	43.4	61.8	34.5	6.80
24	Rotherham 	43	13.4	613	43.8	61.0	33.8	6.66
