1 	Aston Villa 	6 	6 	0 	0 	16 	3 	+13 	18
2 	Norwich City 	6 	6 	0 	0 	14 	4 	+10 	18
3 	Sheffield Utd 	6 	4 	1 	1 	8 	3 	+5 	13
4 	Leeds Utd 	6 	4 	0 	2 	11 	4 	+7 	12
5 	Stoke City 	6 	2 	4 	0 	3 	0 	+3 	10
6 	Hull City 	6 	3 	1 	2 	11 	9 	+2 	10
7 	Preston 	6 	3 	1 	2 	6 	5 	+1 	10
8 	West Bromwich 	6 	3 	1 	2 	8 	9 	-1 	10
9 	Reading 	6 	3 	1 	2 	8 	10 	-2 	10
10 	Derby County 	6 	2 	3 	1 	12 	10 	+2 	9
11 	Swansea City 	6 	3 	0 	3 	9 	7 	+2 	9
12 	Sheffield Wed 	6 	2 	3 	1 	8 	6 	+2 	9
13 	Bristol City 	6 	2 	3 	1 	8 	7 	+1 	9
14 	Rotherham 	6 	3 	0 	3 	9 	14 	-5 	9
15 	Nottm Forest 	6 	2 	1 	3 	8 	9 	-1 	7
16 	Millwall 	6 	2 	0 	4 	9 	10 	-1 	6
17 	Ipswich Town 	6 	1 	3 	2 	6 	8 	-2 	6
18 	Bolton 	6 	2 	0 	4 	7 	13 	-6 	6
19 	Wigan Athletic 	6 	1 	2 	3 	10 	12 	-2 	5
20 	Brentford 	6 	1 	2 	3 	5 	10 	-5 	5
21 	Blackburn 	6 	1 	0 	5 	8 	11 	-3 	3
22 	Birmingham City 	6 	1 	0 	5 	3 	9 	-6 	3
23 	QP Rangers 	6 	0 	2 	4 	4 	13 	-9 	2
24 	Middlesbrough 	6 	0 	0 	6 	3 	12 	-9 	0 
