1	Swansea 	59	13.5	371	55.8	83.8	18.8	6.73
2	Brentford 	67	14.9	713	56.5	80.1	15.7	6.72
3	Aston Villa 	79	14.2	742	53.4	79.4	23.1	6.82
4	Norwich 	87	15	751	55.6	79.3	17.5	6.86
5	Leeds 	70	16.7	784	59.7	79.2	21.7	6.83
6	Derby 	61	13.4	861	54.0	77.4	19.6	6.68
7	West Bromwich Albion 	84	13.8	714	51.7	77.4	21.5	6.82
8	Stoke 	41	10.6	685	50.7	76.7	24	6.69
9	Reading 	48	11	783	49.4	76.5	22.3	6.67
10	Sheffield United 	71	12.7	743	51.4	76.3	25.7	6.88
11	Nottingham Forest 	56	12.1	1016	49.7	73.5	21.3	6.75
12	Sheffield Wednesday 	54	11.6	702	48.5	72.8	28.6	6.77
13	Bristol City 	56	13	731	51.1	72.6	30.4	6.81
14	Middlesbrough 	45	13.8	743	45.8	71.5	27.1	6.77
15	Preston 	64	12.7	646	51.0	70.6	31.2	6.76
16	Blackburn 	59	11.9	692	50.0	70.2	24.7	6.69
17	Wigan 	47	12.5	894	47.8	69.4	27	6.61
18	Hull 	63	11	631	47.2	69.1	26.5	6.73
19	Queens Park Rangers 	51	13.3	861	45.9	68.7	30.4	6.70
20	Ipswich 	33	10	694	49.7	68.3	28.7	6.53
21	Bolton 	29	9.8	754	43.3	66.2	33.9	6.60
22	Millwall 	47	11.6	751	45.2	63.9	33.4	6.66
23	Birmingham 	60	12.5	783	43.2	61.8	34.8	6.81
24	Rotherham 	49	13.6	663	43.7	61.6	33.3	6.66
