	Average goals at home 	  	Average goals away 	  	Avgerage goals overall 	Pld
Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total
 Aston Villa  	2.28 	1.78 	4.06 	   	1.17 	1.17 	2.33 	   	1.72 	1.47 	3.19 	36
 Birmingham City  	1.44 	1.00 	2.44 	   	1.50 	1.56 	3.06 	   	1.47 	1.28 	2.75 	36
 Blackburn  	1.28 	1.00 	2.28 	   	1.33 	2.11 	3.44 	   	1.31 	1.56 	2.86 	36
 Bolton  	0.67 	1.44 	2.11 	   	0.67 	1.67 	2.33 	   	0.67 	1.56 	2.22 	36
 Brentford  	2.22 	1.06 	3.28 	   	1.18 	1.65 	2.82 	   	1.71 	1.34 	3.06 	35
 Bristol City  	1.17 	1.00 	2.17 	   	1.35 	1.12 	2.47 	   	1.26 	1.06 	2.31 	35
 Derby County  	1.39 	1.00 	2.39 	   	1.17 	1.44 	2.61 	   	1.28 	1.22 	2.50 	36
 Hull City  	1.61 	0.89 	2.50 	   	1.17 	1.94 	3.11 	   	1.39 	1.42 	2.81 	36
 Ipswich Town  	0.94 	1.33 	2.28 	   	0.61 	2.00 	2.61 	   	0.78 	1.67 	2.44 	36
 Leeds Utd  	1.78 	0.83 	2.61 	   	1.56 	1.28 	2.83 	   	1.67 	1.06 	2.72 	36
 Middlesbrough  	1.06 	0.71 	1.76 	   	1.17 	0.78 	1.94 	   	1.11 	0.74 	1.86 	35
 Millwall  	1.22 	1.33 	2.56 	   	0.94 	1.72 	2.67 	   	1.08 	1.53 	2.61 	36
 Norwich City  	2.11 	1.50 	3.61 	   	1.89 	1.00 	2.89 	   	2.00 	1.25 	3.25 	36
 Nottm Forest  	1.44 	0.83 	2.28 	   	1.33 	1.39 	2.72 	   	1.39 	1.11 	2.50 	36
 Preston  	1.83 	1.33 	3.17 	   	1.22 	1.39 	2.61 	   	1.53 	1.36 	2.89 	36
 QP Rangers  	1.44 	1.33 	2.78 	   	0.89 	1.72 	2.61 	   	1.17 	1.53 	2.69 	36
 Reading  	1.39 	1.44 	2.83 	   	0.83 	1.50 	2.33 	   	1.11 	1.47 	2.58 	36
 Rotherham  	1.44 	1.56 	3.00 	   	0.61 	1.67 	2.28 	   	1.03 	1.61 	2.64 	36
 Sheffield Utd  	1.83 	0.72 	2.56 	   	1.56 	1.17 	2.72 	   	1.69 	0.94 	2.64 	36
 Sheffield Wed  	1.28 	1.11 	2.39 	   	1.06 	1.61 	2.67 	   	1.17 	1.36 	2.53 	36
 Stoke City  	1.11 	1.00 	2.11 	   	0.94 	1.33 	2.28 	   	1.03 	1.17 	2.19 	36
 Swansea City  	1.53 	1.18 	2.71 	   	1.06 	1.28 	2.33 	   	1.29 	1.23 	2.51 	35
 West Bromwich  	2.11 	1.39 	3.50 	   	1.67 	1.28 	2.94 	   	1.89 	1.33 	3.22 	36
 Wigan Athletic  	1.11 	0.94 	2.06 	   	0.89 	1.94 	2.83 	   	1.00 	1.44 	2.44 	36 
