1 	Norwich City 	6 	6 	0 	0 	16 	6 	+10 	18
2 	Sheffield Utd 	6 	5 	1 	0 	10 	0 	+10 	16
3 	Sheffield Wed 	6 	4 	2 	0 	12 	4 	+8 	14
4 	Preston 	6 	4 	2 	0 	8 	3 	+5 	14
5 	Aston Villa 	6 	4 	1 	1 	12 	4 	+8 	13
6 	Leeds Utd 	6 	4 	0 	2 	10 	3 	+7 	12
7 	West Bromwich 	6 	3 	1 	2 	8 	8 	0 	10
8 	Brentford 	6 	3 	0 	3 	10 	7 	+3 	9
9 	Stoke City 	6 	1 	5 	0 	4 	2 	+2 	8
10 	Nottm Forest 	6 	2 	2 	2 	6 	6 	0 	8
11 	Rotherham 	6 	2 	2 	2 	9 	10 	-1 	8
12 	Reading 	6 	2 	2 	2 	6 	11 	-5 	8
13 	Middlesbrough 	6 	2 	1 	3 	5 	7 	-2 	7
14 	Hull City 	6 	2 	1 	3 	9 	14 	-5 	7
15 	Millwall 	6 	2 	0 	4 	7 	10 	-3 	6
16 	Swansea City 	6 	2 	0 	4 	5 	9 	-4 	6
17 	Ipswich Town 	6 	0 	5 	1 	6 	7 	-1 	5
18 	Wigan Athletic 	6 	1 	2 	3 	9 	11 	-2 	5
19 	Bristol City 	6 	1 	2 	3 	7 	9 	-2 	5
20 	QP Rangers 	6 	1 	2 	3 	4 	9 	-5 	5
21 	Derby County 	6 	1 	2 	3 	3 	8 	-5 	5
22 	Blackburn 	6 	1 	1 	4 	9 	11 	-2 	4
23 	Birmingham City 	6 	1 	1 	4 	4 	9 	-5 	4
24 	Bolton 	6 	1 	0 	5 	5 	16 	-11 	3 
