	Average goals at home 	  	Average goals away 	  	Avgerage goals overall 	Pld
Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total
 Aston Villa  	2.31 	1.88 	4.19 	   	1.27 	1.27 	2.53 	   	1.81 	1.58 	3.39 	31
 Birmingham City  	1.60 	0.93 	2.53 	   	1.56 	1.56 	3.13 	   	1.58 	1.26 	2.84 	31
 Blackburn  	1.44 	1.00 	2.44 	   	1.27 	2.07 	3.33 	   	1.35 	1.52 	2.87 	31
 Bolton  	0.63 	1.31 	1.94 	   	0.67 	1.73 	2.40 	   	0.65 	1.52 	2.16 	31
 Brentford  	2.07 	1.20 	3.27 	   	1.20 	1.67 	2.87 	   	1.63 	1.43 	3.07 	30
 Bristol City  	1.20 	0.93 	2.13 	   	1.33 	1.00 	2.33 	   	1.27 	0.97 	2.23 	30
 Derby County  	1.47 	1.00 	2.47 	   	1.33 	1.33 	2.67 	   	1.40 	1.17 	2.57 	30
 Hull City  	1.53 	0.87 	2.40 	   	1.25 	1.69 	2.94 	   	1.39 	1.29 	2.68 	31
 Ipswich Town  	0.93 	1.33 	2.27 	   	0.56 	2.13 	2.69 	   	0.74 	1.74 	2.48 	31
 Leeds Utd  	1.60 	0.87 	2.47 	   	1.69 	1.38 	3.06 	   	1.65 	1.13 	2.77 	31
 Middlesbrough  	1.00 	0.67 	1.67 	   	1.33 	0.87 	2.20 	   	1.17 	0.77 	1.93 	30
 Millwall  	1.33 	1.20 	2.53 	   	0.93 	1.80 	2.73 	   	1.13 	1.50 	2.63 	30
 Norwich City  	2.13 	1.56 	3.69 	   	1.73 	0.93 	2.67 	   	1.94 	1.26 	3.19 	31
 Nottm Forest  	1.38 	0.94 	2.31 	   	1.47 	1.40 	2.87 	   	1.42 	1.16 	2.58 	31
 Preston  	1.93 	1.47 	3.40 	   	1.13 	1.50 	2.63 	   	1.52 	1.48 	3.00 	31
 QP Rangers  	1.53 	1.40 	2.93 	   	1.00 	1.60 	2.60 	   	1.27 	1.50 	2.77 	30
 Reading  	1.27 	1.47 	2.73 	   	0.81 	1.38 	2.19 	   	1.03 	1.42 	2.45 	31
 Rotherham  	1.31 	1.50 	2.81 	   	0.53 	1.67 	2.20 	   	0.94 	1.58 	2.52 	31
 Sheffield Utd  	1.73 	0.87 	2.60 	   	1.69 	1.31 	3.00 	   	1.71 	1.10 	2.81 	31
 Sheffield Wed  	1.20 	1.27 	2.47 	   	1.07 	1.73 	2.80 	   	1.13 	1.50 	2.63 	30
 Stoke City  	1.06 	1.06 	2.13 	   	1.07 	1.53 	2.60 	   	1.06 	1.29 	2.35 	31
 Swansea City  	1.50 	1.25 	2.75 	   	1.13 	1.13 	2.27 	   	1.32 	1.19 	2.52 	31
 West Bromwich  	2.33 	1.40 	3.73 	   	1.67 	1.13 	2.80 	   	2.00 	1.27 	3.27 	30
 Wigan Athletic  	1.27 	1.07 	2.33 	   	0.81 	1.88 	2.69 	   	1.03 	1.48 	2.52 	31
