1 	Bristol City 	6 	6 	0 	0 	9 	1 	+8 	18
2 	Norwich City 	6 	3 	3 	0 	13 	6 	+7 	12
3 	Blackburn 	6 	4 	0 	2 	11 	7 	+4 	12
4 	Middlesbrough 	6 	3 	3 	0 	10 	6 	+4 	12
5 	Brentford 	6 	3 	2 	1 	14 	8 	+6 	11
6 	Sheffield Utd 	6 	3 	2 	1 	11 	6 	+5 	11
7 	Preston 	6 	3 	2 	1 	10 	5 	+5 	11
8 	Swansea City 	6 	3 	2 	1 	10 	7 	+3 	11
9 	Derby County 	6 	3 	2 	1 	9 	7 	+2 	11
10 	Hull City 	6 	3 	1 	2 	13 	7 	+6 	10
11 	Nottm Forest 	6 	3 	0 	3 	9 	9 	0 	9
12 	Sheffield Wed 	6 	2 	3 	1 	4 	5 	-1 	9
13 	West Bromwich 	6 	2 	2 	2 	8 	7 	+1 	8
14 	Birmingham City 	6 	2 	2 	2 	12 	12 	0 	8
15 	Millwall 	6 	2 	2 	2 	5 	6 	-1 	8
16 	Aston Villa 	6 	1 	4 	1 	9 	11 	-2 	7
17 	Leeds Utd 	6 	2 	1 	3 	9 	11 	-2 	7
18 	Wigan Athletic 	6 	2 	1 	3 	7 	9 	-2 	7
19 	Reading 	6 	1 	3 	2 	5 	7 	-2 	6
20 	Rotherham 	6 	1 	2 	3 	6 	9 	-3 	5
21 	Ipswich Town 	6 	1 	0 	5 	4 	11 	-7 	3
22 	Stoke City 	6 	1 	0 	5 	3 	11 	-8 	3
23 	QP Rangers 	6 	0 	2 	4 	7 	13 	-6 	2
24 	Bolton 	6 	0 	1 	5 	3 	15 	-12 	1
