1	Leeds 	51	16	553	59.8	79.3	21.8	6.81
2	Brentford 	49	14.8	512	56.0	79.1	16.4	6.72
3	Aston Villa 	56	14.5	541	53.4	79.6	23.5	6.78
4	West Bromwich Albion 	60	14.2	523	52.7	78.6	21.7	6.85
5	Norwich 	60	14.2	610	54.4	78.3	18	6.82
6	Derby 	42	13.8	601	53.7	77.3	19.7	6.70
7	Rotherham 	29	13.5	462	44.0	60.9	34.1	6.68
8	Queens Park Rangers 	38	13.3	550	45.8	68.7	29.3	6.71
9	Middlesbrough 	35	13.2	561	46.0	70.1	27.8	6.80
10	Preston 	47	13.2	474	50.8	70.3	32	6.75
11	Bristol City 	38	13.1	401	50.8	71.8	29	6.82
12	Sheffield United 	53	13	581	51.4	76.0	25	6.84
13	Swansea 	41	12.6	321	54.2	82.4	19.7	6.73
14	Wigan 	32	12.3	693	48.5	69.9	26.7	6.58
15	Birmingham 	49	12.1	563	42.6	61.5	33.5	6.86
16	Millwall 	34	12	481	45.2	63.7	33.2	6.63
17	Sheffield Wednesday 	34	11.8	481	48.8	73.5	26.7	6.71
18	Nottingham Forest 	44	11.6	775	51.1	74.4	20.2	6.79
19	Reading 	32	11.4	553	50.3	76.7	22.6	6.66
20	Stoke 	33	11.4	492	51.5	77.5	23.2	6.66
21	Blackburn 	42	11.2	481	49.7	69.4	24.9	6.70
22	Hull 	43	11	431	46.1	68.0	26.8	6.73
23	Bolton 	20	9.6	632	43.5	66.3	33.5	6.60
24	Ipswich 	23	8.9	483	49.6	66.8	29.8	6.51
