1 	Aston Villa 	6 	6 	0 	0 	12 	4 	+8 	18
2 	Swansea City 	6 	5 	0 	1 	14 	9 	+5 	15
3 	Blackburn 	6 	4 	0 	2 	9 	5 	+4 	12
4 	Derby County 	6 	3 	2 	1 	17 	8 	+9 	11
5 	Sheffield Utd 	6 	3 	2 	1 	10 	5 	+5 	11
6 	Norwich City 	6 	2 	4 	0 	12 	7 	+5 	10
7 	West Bromwich 	6 	3 	1 	2 	12 	10 	+2 	10
8 	Birmingham City 	6 	2 	3 	1 	10 	8 	+2 	9
9 	Wigan Athletic 	6 	2 	3 	1 	8 	6 	+2 	9
10 	Hull City 	6 	3 	0 	3 	9 	9 	0 	9
11 	Reading 	6 	2 	3 	1 	8 	8 	0 	9
12 	Leeds Utd 	6 	3 	0 	3 	7 	7 	0 	9
13 	Middlesbrough 	6 	3 	0 	3 	5 	7 	-2 	9
14 	Sheffield Wed 	6 	2 	2 	2 	8 	6 	+2 	8
15 	Brentford 	6 	2 	2 	2 	9 	9 	0 	8
16 	Bristol City 	6 	2 	2 	2 	8 	9 	-1 	8
17 	Millwall 	6 	1 	3 	2 	6 	6 	0 	6
18 	Stoke City 	6 	1 	3 	2 	6 	8 	-2 	6
19 	Nottm Forest 	6 	2 	0 	4 	7 	10 	-3 	6
20 	QP Rangers 	6 	1 	1 	4 	6 	10 	-4 	4
21 	Rotherham 	6 	1 	1 	4 	10 	18 	-8 	4
22 	Ipswich Town 	6 	1 	1 	4 	3 	11 	-8 	4
23 	Preston 	6 	1 	0 	5 	6 	11 	-5 	3
24 	Bolton 	6 	1 	0 	5 	3 	13 	-10 	3 
