1 	Bristol City 	6 	4 	2 	0 	8 	3 	+5 	14
2 	Hull City 	6 	4 	1 	1 	15 	6 	+9 	13
3 	Sheffield Utd 	6 	4 	1 	1 	12 	4 	+8 	13
4 	Brentford 	6 	3 	3 	0 	10 	5 	+5 	12
5 	Blackburn 	6 	4 	0 	2 	11 	7 	+4 	12
6 	West Bromwich 	6 	3 	2 	1 	11 	4 	+7 	11
7 	Middlesbrough 	6 	3 	2 	1 	7 	4 	+3 	11
8 	Sheffield Wed 	6 	3 	2 	1 	5 	5 	0 	11
9 	Millwall 	6 	3 	1 	2 	6 	6 	0 	10
10 	Swansea City 	6 	2 	3 	1 	11 	8 	+3 	9
11 	Leeds Utd 	6 	3 	0 	3 	10 	11 	-1 	9
12 	Aston Villa 	6 	2 	3 	1 	8 	9 	-1 	9
13 	Preston 	6 	2 	2 	2 	10 	7 	+3 	8
14 	QP Rangers 	6 	2 	2 	2 	7 	7 	0 	8
15 	Derby County 	6 	2 	2 	2 	9 	11 	-2 	8
16 	Norwich City 	6 	1 	4 	1 	13 	12 	+1 	7
17 	Nottm Forest 	6 	2 	1 	3 	10 	10 	0 	7
18 	Birmingham City 	6 	1 	3 	2 	8 	9 	-1 	6
19 	Reading 	6 	1 	2 	3 	5 	8 	-3 	5
20 	Bolton 	6 	1 	2 	3 	4 	12 	-8 	5
21 	Wigan Athletic 	6 	1 	1 	4 	6 	11 	-5 	4
22 	Stoke City 	6 	1 	1 	4 	3 	10 	-7 	4
23 	Rotherham 	6 	1 	0 	5 	6 	11 	-5 	3
24 	Ipswich Town 	6 	1 	0 	5 	4 	12 	-8 	3 
