	Average goals at home 	  	Average goals away 	  	Avgerage goals overall 	Pld
Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total
 Aston Villa  	2.27 	1.80 	4.07 	   	1.36 	1.36 	2.71 	   	1.83 	1.59 	3.41 	29
 Birmingham City  	1.57 	1.00 	2.57 	   	1.40 	1.47 	2.87 	   	1.48 	1.24 	2.72 	29
 Blackburn  	1.53 	1.00 	2.53 	   	1.21 	1.86 	3.07 	   	1.38 	1.41 	2.79 	29
 Bolton  	0.60 	1.27 	1.87 	   	0.71 	1.71 	2.43 	   	0.66 	1.48 	2.14 	29
 Brentford  	1.86 	1.14 	3.00 	   	1.21 	1.64 	2.86 	   	1.54 	1.39 	2.93 	28
 Bristol City  	1.14 	1.00 	2.14 	   	1.36 	1.07 	2.43 	   	1.25 	1.04 	2.29 	28
 Derby County  	1.43 	1.07 	2.50 	   	1.43 	1.43 	2.86 	   	1.43 	1.25 	2.68 	28
 Hull City  	1.50 	0.93 	2.43 	   	1.33 	1.67 	3.00 	   	1.41 	1.31 	2.72 	29
 Ipswich Town  	1.00 	1.36 	2.36 	   	0.60 	2.07 	2.67 	   	0.79 	1.72 	2.52 	29
 Leeds Utd  	1.64 	0.71 	2.36 	   	1.73 	1.40 	3.13 	   	1.69 	1.07 	2.76 	29
 Middlesbrough  	1.00 	0.64 	1.64 	   	1.21 	0.79 	2.00 	   	1.11 	0.71 	1.82 	28
 Millwall  	1.43 	1.29 	2.71 	   	1.00 	1.86 	2.86 	   	1.21 	1.57 	2.79 	28
 Norwich City  	2.07 	1.67 	3.73 	   	1.64 	0.93 	2.57 	   	1.86 	1.31 	3.17 	29
 Nottm Forest  	1.33 	0.93 	2.27 	   	1.57 	1.36 	2.93 	   	1.45 	1.14 	2.59 	29
 Preston  	2.07 	1.57 	3.64 	   	1.07 	1.53 	2.60 	   	1.55 	1.55 	3.10 	29
 QP Rangers  	1.43 	1.21 	2.64 	   	1.00 	1.57 	2.57 	   	1.21 	1.39 	2.61 	28
 Reading  	1.36 	1.57 	2.93 	   	0.87 	1.47 	2.33 	   	1.10 	1.52 	2.62 	29
 Rotherham  	1.33 	1.53 	2.87 	   	0.57 	1.79 	2.36 	   	0.97 	1.66 	2.62 	29
 Sheffield Utd  	1.71 	0.93 	2.64 	   	1.60 	1.20 	2.80 	   	1.66 	1.07 	2.72 	29
 Sheffield Wed  	1.29 	1.36 	2.64 	   	1.07 	1.86 	2.93 	   	1.18 	1.61 	2.79 	28
 Stoke City  	1.13 	1.07 	2.20 	   	1.14 	1.50 	2.64 	   	1.14 	1.28 	2.41 	29
 Swansea City  	1.53 	1.33 	2.87 	   	1.21 	1.07 	2.29 	   	1.38 	1.21 	2.59 	29
 West Bromwich  	2.36 	1.29 	3.64 	   	1.71 	1.21 	2.93 	   	2.04 	1.25 	3.29 	28
 Wigan Athletic  	1.21 	1.07 	2.29 	   	0.80 	1.93 	2.73 	   	1.00 	1.52 	2.52 	29
