1	Leeds 	69	16.3	754	59.5	79.0	21.6	6.84
2	Brentford 	66	15	682	56.6	80.2	15.7	6.73
3	Norwich 	85	15	741	55.7	79.4	17.6	6.86
4	Aston Villa 	77	14	732	53.2	79.4	23	6.81
5	Middlesbrough 	44	14	733	45.9	71.5	27.2	6.76
6	West Bromwich Albion 	81	13.9	714	51.6	77.4	21.6	6.81
7	Rotherham 	46	13.6	653	43.9	61.5	33.5	6.66
8	Derby 	59	13.4	831	53.8	77.3	19.2	6.68
9	Swansea 	55	13.4	371	55.6	83.8	18.4	6.72
10	Queens Park Rangers 	50	13.2	831	45.8	68.8	30.2	6.70
11	Bristol City 	55	12.9	721	50.8	72.1	30.4	6.81
12	Sheffield United 	69	12.7	713	51.2	76.1	25.4	6.88
13	Preston 	60	12.6	646	51.1	70.5	31.3	6.74
14	Wigan 	45	12.6	863	48.1	69.5	27	6.60
15	Birmingham 	58	12.3	753	43.3	61.9	34.6	6.80
16	Nottingham Forest 	56	12.2	995	49.9	73.5	21.4	6.76
17	Blackburn 	57	11.9	662	50.0	70.4	24.6	6.69
18	Millwall 	46	11.7	741	45.1	63.6	33.5	6.66
19	Sheffield Wednesday 	52	11.5	682	48.5	72.7	28.5	6.77
20	Reading 	47	11	773	49.6	76.6	22.3	6.67
21	Hull 	61	11	631	47.3	69.2	26.6	6.74
22	Stoke 	41	10.5	675	50.5	76.6	23.7	6.69
23	Bolton 	29	9.9	734	43.4	66.2	34.1	6.61
24	Ipswich 	33	9.8	684	49.6	67.9	28.7	6.54
