	Average goals at home 	  	Average goals away 	  	Avgerage goals overall 	Pld
Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total
 Aston Villa  	2.29 	1.62 	3.90 	   	1.38 	1.14 	2.52 	   	1.83 	1.38 	3.21 	42
 Birmingham City  	1.33 	1.00 	2.33 	   	1.43 	1.57 	3.00 	   	1.38 	1.29 	2.67 	42
 Blackburn  	1.33 	0.90 	2.24 	   	1.38 	2.14 	3.52 	   	1.36 	1.52 	2.88 	42
 Bolton  	0.62 	1.52 	2.14 	   	0.76 	1.90 	2.67 	   	0.69 	1.71 	2.40 	42
 Brentford  	2.14 	1.10 	3.24 	   	1.00 	1.67 	2.67 	   	1.57 	1.38 	2.95 	42
 Bristol City  	1.29 	1.10 	2.38 	   	1.40 	1.15 	2.55 	   	1.34 	1.12 	2.46 	41
 Derby County  	1.67 	0.90 	2.57 	   	1.20 	1.55 	2.75 	   	1.44 	1.22 	2.66 	41
 Hull City  	1.71 	0.95 	2.67 	   	1.19 	1.86 	3.05 	   	1.45 	1.40 	2.86 	42
 Ipswich Town  	0.90 	1.33 	2.24 	   	0.67 	1.90 	2.57 	   	0.79 	1.62 	2.40 	42
 Leeds Utd  	1.71 	0.86 	2.57 	   	1.57 	1.14 	2.71 	   	1.64 	1.00 	2.64 	42
 Middlesbrough  	0.95 	0.76 	1.71 	   	1.14 	0.95 	2.10 	   	1.05 	0.86 	1.90 	42
 Millwall  	1.20 	1.20 	2.40 	   	1.05 	1.67 	2.71 	   	1.12 	1.44 	2.56 	41
 Norwich City  	2.24 	1.48 	3.71 	   	1.81 	0.95 	2.76 	   	2.02 	1.21 	3.24 	42
 Nottm Forest  	1.43 	1.00 	2.43 	   	1.24 	1.48 	2.71 	   	1.33 	1.24 	2.57 	42
 Preston  	1.62 	1.29 	2.90 	   	1.24 	1.52 	2.76 	   	1.43 	1.40 	2.83 	42
 QP Rangers  	1.52 	1.33 	2.86 	   	0.86 	1.76 	2.62 	   	1.19 	1.55 	2.74 	42
 Reading  	1.38 	1.48 	2.86 	   	0.86 	1.52 	2.38 	   	1.12 	1.50 	2.62 	42
 Rotherham  	1.43 	1.57 	3.00 	   	0.76 	1.86 	2.62 	   	1.10 	1.71 	2.81 	42
 Sheffield Utd  	1.81 	0.81 	2.62 	   	1.48 	1.05 	2.52 	   	1.64 	0.93 	2.57 	42
 Sheffield Wed  	1.48 	1.19 	2.67 	   	1.00 	1.43 	2.43 	   	1.24 	1.31 	2.55 	42
 Stoke City  	1.05 	0.95 	2.00 	   	0.90 	1.29 	2.19 	   	0.98 	1.12 	2.10 	42
 Swansea City  	1.75 	1.10 	2.85 	   	0.95 	1.52 	2.48 	   	1.34 	1.32 	2.66 	41
 West Bromwich  	2.29 	1.33 	3.62 	   	1.57 	1.33 	2.90 	   	1.93 	1.33 	3.26 	42
 Wigan Athletic  	1.24 	0.95 	2.19 	   	0.90 	2.00 	2.90 	   	1.07 	1.48 	2.55 	42 
