1 	Hull City 	6 	5 	1 	0 	17 	5 	+12 	16
2 	Sheffield Utd 	6 	4 	1 	1 	13 	4 	+9 	13
3 	Bristol City 	6 	3 	3 	0 	8 	4 	+4 	12
4 	Leeds Utd 	6 	4 	0 	2 	11 	11 	0 	12
5 	West Bromwich 	6 	3 	2 	1 	12 	6 	+6 	11
6 	QP Rangers 	6 	3 	2 	1 	9 	5 	+4 	11
7 	Swansea City 	6 	3 	1 	2 	13 	10 	+3 	10
8 	Millwall 	6 	3 	1 	2 	9 	8 	+1 	10
9 	Birmingham City 	6 	2 	3 	1 	8 	4 	+4 	9
10 	Norwich City 	6 	2 	3 	1 	13 	12 	+1 	9
11 	Sheffield Wed 	6 	2 	3 	1 	7 	6 	+1 	9
12 	Derby County 	6 	2 	3 	1 	8 	8 	0 	9
13 	Middlesbrough 	6 	2 	2 	2 	6 	5 	+1 	8
14 	Stoke City 	6 	2 	2 	2 	5 	6 	-1 	8
15 	Aston Villa 	6 	1 	4 	1 	10 	10 	0 	7
16 	Preston 	6 	2 	1 	3 	7 	8 	-1 	7
17 	Brentford 	6 	1 	3 	2 	5 	7 	-2 	6
18 	Nottm Forest 	6 	1 	2 	3 	7 	8 	-1 	5
19 	Blackburn 	6 	1 	2 	3 	7 	11 	-4 	5
20 	Rotherham 	6 	1 	2 	3 	6 	11 	-5 	5
21 	Ipswich Town 	6 	1 	1 	4 	4 	11 	-7 	4
22 	Bolton 	6 	1 	1 	4 	4 	12 	-8 	4
23 	Reading 	6 	0 	2 	4 	2 	9 	-7 	2
24 	Wigan Athletic 	6 	0 	1 	5 	2 	12 	-10 	1 
