	Average goals at home 	  	Average goals away 	  	Avgerage goals overall 	Pld
Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total 	  	Scored 	Conc. 	Total
 Aston Villa  	2.31 	1.85 	4.15 	   	1.46 	1.23 	2.69 	   	1.88 	1.54 	3.42 	26
 Birmingham City  	1.62 	0.92 	2.54 	   	1.31 	1.23 	2.54 	   	1.46 	1.08 	2.54 	26
 Blackburn  	1.38 	1.15 	2.54 	   	1.15 	2.00 	3.15 	   	1.27 	1.58 	2.85 	26
 Bolton  	0.62 	1.23 	1.85 	   	0.69 	1.69 	2.38 	   	0.65 	1.46 	2.12 	26
 Brentford  	1.77 	1.15 	2.92 	   	1.00 	1.62 	2.62 	   	1.38 	1.38 	2.77 	26
 Bristol City  	1.08 	1.00 	2.08 	   	1.38 	1.15 	2.54 	   	1.23 	1.08 	2.31 	26
 Derby County  	1.38 	1.08 	2.46 	   	1.54 	1.38 	2.92 	   	1.46 	1.23 	2.69 	26
 Hull City  	1.38 	1.00 	2.38 	   	1.38 	1.54 	2.92 	   	1.38 	1.27 	2.65 	26
 Ipswich Town  	1.00 	1.46 	2.46 	   	0.62 	2.08 	2.69 	   	0.81 	1.77 	2.58 	26
 Leeds Utd  	1.62 	0.77 	2.38 	   	1.77 	1.38 	3.15 	   	1.69 	1.08 	2.77 	26
 Middlesbrough  	1.00 	0.62 	1.62 	   	1.15 	0.77 	1.92 	   	1.08 	0.69 	1.77 	26
 Millwall  	1.54 	1.23 	2.77 	   	1.00 	1.92 	2.92 	   	1.27 	1.58 	2.85 	26
 Norwich City  	2.00 	1.69 	3.69 	   	1.69 	0.92 	2.62 	   	1.85 	1.31 	3.15 	26
 Nottm Forest  	1.31 	0.92 	2.23 	   	1.69 	1.31 	3.00 	   	1.50 	1.12 	2.62 	26
 Preston  	2.15 	1.62 	3.77 	   	0.77 	1.69 	2.46 	   	1.46 	1.65 	3.12 	26
 QP Rangers  	1.46 	1.00 	2.46 	   	1.08 	1.62 	2.69 	   	1.27 	1.31 	2.58 	26
 Reading  	1.31 	1.69 	3.00 	   	0.85 	1.46 	2.31 	   	1.08 	1.58 	2.65 	26
 Rotherham  	1.31 	1.31 	2.62 	   	0.62 	1.85 	2.46 	   	0.96 	1.58 	2.54 	26
 Sheffield Utd  	1.77 	1.00 	2.77 	   	1.69 	1.15 	2.85 	   	1.73 	1.08 	2.81 	26
 Sheffield Wed  	1.31 	1.46 	2.77 	   	1.15 	1.77 	2.92 	   	1.23 	1.62 	2.85 	26
 Stoke City  	1.15 	1.00 	2.15 	   	1.15 	1.38 	2.54 	   	1.15 	1.19 	2.35 	26
 Swansea City  	1.46 	1.31 	2.77 	   	1.23 	1.08 	2.31 	   	1.35 	1.19 	2.54 	26
 West Bromwich  	2.46 	1.31 	3.77 	   	1.69 	1.31 	3.00 	   	2.08 	1.31 	3.38 	26
 Wigan Athletic  	1.08 	1.15 	2.23 	   	0.85 	1.92 	2.77 	   	0.96 	1.54 	2.50 	26 
