1 	Hull City 	6 	5 	1 	0 	18 	5 	+13 	16
2 	Bristol City 	6 	4 	2 	0 	8 	3 	+5 	14
3 	Sheffield Utd 	6 	4 	1 	1 	11 	3 	+8 	13
4 	Brentford 	6 	3 	3 	0 	10 	5 	+5 	12
5 	West Bromwich 	6 	3 	2 	1 	11 	4 	+7 	11
6 	Middlesbrough 	6 	3 	2 	1 	7 	4 	+3 	11
7 	Sheffield Wed 	6 	3 	2 	1 	5 	5 	0 	11
8 	Millwall 	6 	3 	1 	2 	6 	6 	0 	10
9 	Norwich City 	6 	2 	3 	1 	12 	10 	+2 	9
10 	Blackburn 	6 	3 	0 	3 	8 	8 	0 	9
11 	Leeds Utd 	6 	3 	0 	3 	11 	12 	-1 	9
12 	Swansea City 	6 	2 	2 	2 	10 	8 	+2 	8
13 	Birmingham City 	6 	2 	2 	2 	8 	6 	+2 	8
14 	QP Rangers 	6 	2 	2 	2 	7 	7 	0 	8
15 	Derby County 	6 	2 	2 	2 	9 	11 	-2 	8
16 	Stoke City 	6 	2 	1 	3 	4 	8 	-4 	7
17 	Aston Villa 	6 	1 	3 	2 	8 	11 	-3 	6
18 	Preston 	6 	1 	2 	3 	8 	8 	0 	5
19 	Nottm Forest 	6 	1 	1 	4 	7 	10 	-3 	4
20 	Reading 	6 	1 	1 	4 	4 	8 	-4 	4
21 	Wigan Athletic 	6 	1 	1 	4 	5 	11 	-6 	4
22 	Ipswich Town 	6 	1 	1 	4 	4 	11 	-7 	4
23 	Bolton 	6 	1 	1 	4 	3 	12 	-9 	4
24 	Rotherham 	6 	1 	0 	5 	5 	13 	-8 	3 
