1	Swansea 	37	12.4	291	53.5	81.8	20.2	6.73
2	Aston Villa 	51	14.3	441	54.0	79.8	23.8	6.78
3	Leeds 	47	15.8	493	59.7	79.4	21.8	6.84
4	Brentford 	43	14.4	492	55.7	79.2	16.3	6.70
5	Norwich 	52	14.5	520	55.2	78.8	18	6.80
6	West Bromwich Albion 	57	14.1	493	52.4	78.3	22.4	6.86
7	Stoke 	33	11.5	442	51.5	77.6	22.8	6.69
8	Derby 	40	13.9	581	53.8	77.3	19.6	6.67
9	Reading 	31	11.4	493	50.0	76.3	22.5	6.64
10	Sheffield United 	46	12.9	531	51.6	75.9	24.8	6.83
11	Nottingham Forest 	39	11.7	694	51.5	75.1	20.4	6.79
12	Sheffield Wednesday 	33	11.3	451	48.5	73.7	26.4	6.69
13	Bristol City 	35	13.1	371	51.1	71.7	29.2	6.80
14	Middlesbrough 	31	13.3	501	46.5	70.8	28.2	6.80
15	Wigan 	28	12.6	613	48.7	70.3	26.7	6.58
16	Preston 	43	12.8	454	50.5	69.7	31.5	6.72
17	Blackburn 	37	11.3	451	49.8	69.5	24.7	6.70
18	Queens Park Rangers 	34	12.8	530	45.3	68.4	28.5	6.72
19	Hull 	41	11.5	391	46.4	68.2	27.3	6.75
20	Ipswich 	22	8.8	433	49.4	66.3	29.7	6.51
21	Bolton 	18	9.8	582	43.5	66.0	33.6	6.59
22	Millwall 	34	12.1	461	45.1	63.6	33.2	6.63
23	Rotherham 	27	13.8	402	43.9	61.5	32.5	6.67
24	Birmingham 	40	12.2	492	42.5	61.3	33.6	6.84
